customer_id,recency,frequency,monetary,r_score,f_score,m_score,segment
13800,330,3,1679.56,1,1,3,Lost/Others
13801,87,1,324.8,2,1,2,Lost/Others
13802,159,19,26259.11,1,3,3,At Risk
13803,276,3,1338.91,1,1,3,Lost/Others
13804,51,9,3208.52,2,2,3,Loyal Customers
13805,73,2,924.6,2,1,2,Lost/Others
13806,84,1,256.38,2,1,1,Lost/Others
13807,388,3,534.8,1,1,2,Lost/Others
13808,26,5,1747.66,3,2,3,Loyal Customers
13809,326,3,679.7,1,1,2,Lost/Others
13810,49,3,1499.01,2,1,3,Lost/Others
13811,204,3,814.5,1,1,2,Lost/Others
13812,63,3,539.0,2,1,2,Lost/Others
13813,60,8,2765.47,2,2,3,Loyal Customers
13814,113,3,2257.32,1,1,3,Lost/Others
13815,43,8,7475.74,2,2,3,Loyal Customers
13816,44,2,571.67,2,1,2,Lost/Others
13817,50,2,382.98,2,1,2,Lost/Others
13818,450,1,61.28,1,1,1,Lost/Others
13819,322,6,2642.35,1,2,3,At Risk
13820,439,3,660.65,1,1,2,Lost/Others
13821,165,6,1410.73,1,2,3,At Risk
13822,26,2,632.0,3,1,2,New Customers
13823,39,7,3403.45,2,2,3,Loyal Customers
13824,53,12,3314.76,2,3,3,Loyal Customers
13825,642,2,255.59,1,1,1,Lost/Others
13826,197,1,189.5,1,1,1,Lost/Others
13827,78,3,412.05,2,1,2,Lost/Others
13828,43,1,209.49,2,1,1,Lost/Others
13829,442,1,102.0,1,1,1,Lost/Others
13830,602,1,156.85,1,1,1,Lost/Others
13831,37,18,7023.58,2,3,3,Loyal Customers
13832,40,2,613.69,2,1,2,Lost/Others
13833,180,2,701.36,1,1,2,Lost/Others
13834,597,2,324.19,1,1,2,Lost/Others
13835,46,7,1095.27,2,2,3,Loyal Customers
13836,420,2,620.37,1,1,2,Lost/Others
13837,232,2,271.24,1,1,1,Lost/Others
13838,26,10,1966.09,3,3,3,Champions
13839,507,1,139.95,1,1,1,Lost/Others
13840,437,1,651.4,1,1,2,Lost/Others
13841,273,1,85.0,1,1,1,Lost/Others
13842,79,18,5629.91,2,3,3,Loyal Customers
13843,402,1,319.75,1,1,2,Lost/Others
13844,32,1,361.62,2,1,2,Lost/Others
13845,85,1,312.98,2,1,2,Lost/Others
13846,45,4,1307.79,2,2,3,Loyal Customers
13847,740,1,310.72,1,1,2,Lost/Others
13848,113,8,3335.0,1,2,3,At Risk
13849,72,5,3469.3,2,2,3,Loyal Customers
13850,150,1,1595.48,1,1,3,Lost/Others
13851,116,8,4606.46,1,2,3,At Risk
13852,631,1,187.35,1,1,1,Lost/Others
13853,78,1,1090.14,2,1,3,Lost/Others
13854,29,39,12253.96,3,3,3,Champions
13855,521,4,1310.34,1,2,3,At Risk
13856,189,11,1142.03,1,3,3,At Risk
13857,414,6,1001.01,1,2,3,At Risk
13858,78,1,216.17,2,1,1,Lost/Others
13859,347,2,515.86,1,1,2,Lost/Others
13860,22,5,1245.9,3,2,3,Loyal Customers
13861,450,2,273.26,1,1,1,Lost/Others
13862,39,9,2556.09,2,2,3,Loyal Customers
13863,268,4,1239.55,1,2,3,At Risk
13864,407,1,662.4,1,1,2,Lost/Others
13865,79,4,501.56,2,2,2,Loyal Customers
13866,95,1,145.67,1,1,1,Lost/Others
13867,52,3,1015.29,2,1,3,Lost/Others
13868,28,2,3192.54,3,1,3,New Customers
13869,144,10,8111.57,1,3,3,At Risk
13870,23,15,5712.08,3,3,3,Champions
13871,43,17,7885.85,2,3,3,Loyal Customers
13872,548,3,919.57,1,1,2,Lost/Others
13873,140,8,1038.92,1,2,3,At Risk
13874,379,7,2049.15,1,2,3,At Risk
13875,74,14,4814.37,2,3,3,Loyal Customers
13876,84,1,122.7,2,1,1,Lost/Others
13877,107,3,449.68,1,1,2,Lost/Others
13878,75,4,2473.06,2,2,3,Loyal Customers
13879,666,1,395.5,1,1,2,Lost/Others
13880,42,17,4391.66,2,3,3,Loyal Customers
13881,24,43,45179.1,3,3,3,Champions
13882,23,5,1191.13,3,2,3,Loyal Customers
13883,31,15,6560.02,2,3,3,Loyal Customers
13884,28,10,1888.48,3,3,3,Champions
13885,210,2,506.8,1,1,2,Lost/Others
13886,92,1,243.56,1,1,1,Lost/Others
13887,225,1,349.55,1,1,2,Lost/Others
13888,140,7,2169.05,1,2,3,At Risk
13889,113,6,1991.23,1,2,3,At Risk
13890,22,14,2927.38,3,3,3,Champions
13891,399,3,863.56,1,1,2,Lost/Others
13892,47,6,1267.65,2,2,3,Loyal Customers
13893,318,1,821.1,1,1,2,Lost/Others
13894,44,3,564.62,2,1,2,Lost/Others
13895,49,6,4008.52,2,2,3,Loyal Customers
13896,646,1,388.55,1,1,2,Lost/Others
13897,71,3,1160.72,2,1,3,Lost/Others
13898,346,2,686.4,1,1,2,Lost/Others
13899,37,2,388.52,2,1,2,Lost/Others
13900,204,6,1610.59,1,2,3,At Risk
13901,93,15,5676.34,1,3,3,At Risk
13902,653,5,34095.26,1,2,3,At Risk
13903,421,1,165.45,1,1,1,Lost/Others
13904,58,2,332.64,2,1,2,Lost/Others
13905,753,1,312.65,1,1,2,Lost/Others
13906,430,1,42.0,1,1,1,Lost/Others
13907,712,1,136.8,1,1,1,Lost/Others
13908,100,4,2369.55,1,2,3,At Risk
13909,444,2,286.6,1,1,1,Lost/Others
13911,78,20,4234.99,2,3,3,Loyal Customers
13912,444,1,124.95,1,1,1,Lost/Others
13913,527,1,42.22,1,1,1,Lost/Others
13914,32,2,626.45,2,1,2,Lost/Others
13915,415,1,70.8,1,1,1,Lost/Others
13916,484,4,1275.81,1,2,3,At Risk
13917,70,2,272.04,2,1,1,Lost/Others
13918,70,2,1212.84,2,1,3,Lost/Others
13919,80,4,1360.68,2,2,3,Loyal Customers
13920,452,4,1774.68,1,2,3,At Risk
13921,423,4,730.7,1,2,2,At Risk
13922,372,3,865.2,1,1,2,Lost/Others
13923,74,1,351.13,2,1,2,Lost/Others
13924,22,6,1838.85,3,2,3,Loyal Customers
13925,113,4,678.25,1,2,2,At Risk
13926,44,1,223.85,2,1,1,Lost/Others
13927,95,2,708.26,1,1,2,Lost/Others
13928,31,4,464.57,2,2,2,Loyal Customers
13929,190,11,3494.1,1,3,3,At Risk
13930,78,2,337.34,2,1,2,Lost/Others
13931,116,11,5257.38,1,3,3,At Risk
13932,315,1,307.4,1,1,2,Lost/Others
13933,130,2,608.79,1,1,2,Lost/Others
13934,284,1,922.1,1,1,2,Lost/Others
13935,617,3,6116.92,1,1,3,Lost/Others
13936,200,3,939.66,1,1,2,Lost/Others
13937,190,2,880.13,1,1,2,Lost/Others
13938,56,1,71.66,2,1,1,Lost/Others
13939,44,7,1560.96,2,2,3,Loyal Customers
13940,38,4,839.14,2,2,2,Loyal Customers
13941,42,15,11122.3,2,3,3,Loyal Customers
13942,555,1,320.0,1,1,2,Lost/Others
13943,598,1,246.54,1,1,1,Lost/Others
13944,674,1,200.43,1,1,1,Lost/Others
13945,415,2,854.15,1,1,2,Lost/Others
13946,100,6,1876.23,1,2,3,At Risk
13947,86,1,90.6,2,1,1,Lost/Others
13948,381,4,548.76,1,2,2,At Risk
13949,23,6,2427.32,3,2,3,Loyal Customers
13950,32,4,745.06,2,2,2,Loyal Customers
13951,197,3,674.45,1,1,2,Lost/Others
13952,238,14,12823.52,1,3,3,At Risk
13953,28,12,6640.68,3,3,3,Champions
13954,22,2,439.92,3,1,2,New Customers
13955,175,3,545.17,1,1,2,Lost/Others
13956,26,5,1026.42,3,2,3,Loyal Customers
13957,438,3,458.25,1,1,2,Lost/Others
13958,400,8,4709.23,1,2,3,At Risk
13959,100,6,1076.18,1,2,3,At Risk
13960,42,2,230.22,2,1,1,Lost/Others
13961,413,1,538.4,1,1,2,Lost/Others
13962,42,3,362.8,2,1,2,Lost/Others
13963,329,17,3011.87,1,3,3,At Risk
13964,408,2,438.9,1,1,2,Lost/Others
13965,497,3,996.61,1,1,2,Lost/Others
13966,456,1,390.86,1,1,2,Lost/Others
13967,166,2,166.3,1,1,1,Lost/Others
13968,444,1,123.66,1,1,1,Lost/Others
13969,28,35,13365.87,3,3,3,Champions
13970,407,2,846.55,1,1,2,Lost/Others
13971,39,14,4667.57,2,3,3,Loyal Customers
13972,91,2,190.25,1,1,1,Lost/Others
13973,308,1,264.7,1,1,1,Lost/Others
13974,70,2,677.72,2,1,2,Lost/Others
13975,52,12,5358.84,2,3,3,Loyal Customers
13976,227,4,1192.36,1,2,3,At Risk
13977,432,1,519.81,1,1,2,Lost/Others
13978,35,2,196.79,2,1,1,Lost/Others
13979,94,7,3416.23,1,2,3,At Risk
13980,81,5,799.92,2,2,2,Loyal Customers
13981,436,1,331.14,1,1,2,Lost/Others
13982,60,9,4445.59,2,2,3,Loyal Customers
13983,50,21,7108.45,2,3,3,Loyal Customers
13984,47,12,2048.6,2,3,3,Loyal Customers
13985,25,22,10020.86,3,3,3,Champions
13986,38,1,320.46,2,1,2,Lost/Others
13987,400,2,682.54,1,1,2,Lost/Others
13988,40,8,4757.8,2,2,3,Loyal Customers
13989,86,5,2026.06,2,2,3,Loyal Customers
13990,234,1,311.3,1,1,2,Lost/Others
13991,33,6,855.97,2,2,2,Loyal Customers
13992,51,3,219.5,2,1,1,Lost/Others
13993,63,19,6775.71,2,3,3,Loyal Customers
13994,24,6,2313.14,3,2,3,Loyal Customers
13995,36,14,3902.01,2,3,3,Loyal Customers
13996,407,2,895.76,1,1,2,Lost/Others
13997,540,3,382.31,1,1,2,Lost/Others
13998,467,3,566.7,1,1,2,Lost/Others
13999,31,29,9502.26,2,3,3,Loyal Customers
14000,232,5,2046.34,1,2,3,At Risk
14001,66,9,4530.09,2,2,3,Loyal Customers
14002,155,2,529.73,1,1,2,Lost/Others
14003,753,1,209.41,1,1,1,Lost/Others
14004,64,11,6258.45,2,3,3,Loyal Customers
14005,30,5,2874.72,3,2,3,Loyal Customers
14006,136,7,2196.67,1,2,3,At Risk
14007,533,1,79.48,1,1,1,Lost/Others
14008,453,1,509.04,1,1,2,Lost/Others
14009,219,3,1099.91,1,1,3,Lost/Others
14010,586,2,445.15,1,1,2,Lost/Others
14011,501,2,457.82,1,1,2,Lost/Others
14012,298,1,328.8,1,1,2,Lost/Others
14013,131,5,1084.57,1,2,3,At Risk
14014,98,3,1948.21,1,1,3,Lost/Others
14015,73,1,917.34,2,1,2,Lost/Others
14016,182,11,11403.41,1,3,3,At Risk
14017,592,1,229.75,1,1,1,Lost/Others
14018,666,1,367.15,1,1,2,Lost/Others
14019,67,3,1421.61,2,1,3,Lost/Others
14020,37,4,1249.01,2,2,3,Loyal Customers
14021,176,7,1716.58,1,2,3,At Risk
14022,246,2,792.15,1,1,2,Lost/Others
14023,28,2,584.07,3,1,2,New Customers
14024,142,3,645.74,1,1,2,Lost/Others
14025,485,8,4057.9,1,2,3,At Risk
14026,491,2,713.11,1,1,2,Lost/Others
14027,81,1,104.82,2,1,1,Lost/Others
14028,571,3,10396.5,1,1,3,Lost/Others
14029,84,2,467.66,2,1,2,Lost/Others
14030,39,20,8262.29,2,3,3,Loyal Customers
14031,28,44,40999.17,3,3,3,Champions
14032,23,16,4850.27,3,3,3,Champions
14033,576,1,109.44,1,1,1,Lost/Others
14034,43,3,651.82,2,1,2,Lost/Others
14035,49,9,2856.72,2,2,3,Loyal Customers
14036,305,1,626.65,1,1,2,Lost/Others
14037,197,6,836.95,1,2,2,At Risk
14038,99,5,3069.88,1,2,3,At Risk
14039,54,2,267.28,2,1,1,Lost/Others
14040,61,35,12645.57,2,3,3,Loyal Customers
14041,287,1,141.41,1,1,1,Lost/Others
14042,746,1,431.98,1,1,2,Lost/Others
14043,512,2,304.25,1,1,2,Lost/Others
14044,47,10,3123.1,2,3,3,Loyal Customers
14045,130,16,11313.03,1,3,3,At Risk
14046,305,1,154.99,1,1,1,Lost/Others
14047,29,14,4255.03,3,3,3,Champions
14048,326,3,748.69,1,1,2,Lost/Others
14049,37,13,13239.03,2,3,3,Loyal Customers
14050,52,2,746.36,2,1,2,Lost/Others
14051,21,37,22434.0,3,3,3,Champions
14052,40,2,480.81,2,1,2,Lost/Others
14053,145,4,572.3,1,2,2,At Risk
14054,86,1,92.46,2,1,1,Lost/Others
14055,127,3,1520.96,1,1,3,Lost/Others
14056,22,23,8214.65,3,3,3,Champions
14057,44,22,8408.84,2,3,3,Loyal Customers
14058,483,2,469.19,1,1,2,Lost/Others
14059,287,1,183.6,1,1,1,Lost/Others
14060,25,30,9519.08,3,3,3,Champions
14061,528,3,917.43,1,1,2,Lost/Others
14062,30,24,25604.2,3,3,3,Champions
14063,459,9,22710.2,1,2,3,At Risk
14064,50,15,3332.42,2,3,3,Loyal Customers
14065,410,3,891.02,1,1,2,Lost/Others
14066,287,1,152.55,1,1,1,Lost/Others
14067,84,2,374.7,2,1,2,Lost/Others
14068,341,4,1528.37,1,2,3,At Risk
14069,535,2,230.06,1,1,1,Lost/Others
14070,705,1,326.55,1,1,2,Lost/Others
14071,24,8,1438.82,3,2,3,Loyal Customers
14072,687,1,390.85,1,1,2,Lost/Others
14073,53,1,151.04,2,1,1,Lost/Others
14074,644,1,219.4,1,1,1,Lost/Others
14075,25,6,1734.87,3,2,3,Loyal Customers
14076,150,1,122.47,1,1,1,Lost/Others
14077,61,6,615.08,2,2,2,Loyal Customers
14078,122,9,1692.63,1,2,3,At Risk
14079,145,2,618.73,1,1,2,Lost/Others
14080,53,5,1115.68,2,2,3,Loyal Customers
14081,323,10,5370.1,1,3,3,At Risk
14082,385,2,413.36,1,1,2,Lost/Others
14083,25,11,1407.26,3,3,3,Champions
14084,533,1,150.5,1,1,1,Lost/Others
14085,23,33,10104.97,3,3,3,Champions
14086,483,1,39.95,1,1,1,Lost/Others
14087,23,3,846.22,3,1,2,New Customers
14088,31,16,64036.8,2,3,3,Loyal Customers
14089,77,1,161.0,2,1,1,Lost/Others
14090,345,1,76.32,1,1,1,Lost/Others
14091,675,2,9530.08,1,1,3,Lost/Others
14092,28,24,7229.45,3,3,3,Champions
14093,33,1,442.85,2,1,2,Lost/Others
14094,460,1,335.22,1,1,2,Lost/Others
14095,743,1,2.95,1,1,1,Lost/Others
14096,25,17,65164.79,3,3,3,Champions
14097,502,2,422.86,1,1,2,Lost/Others
14098,57,1,147.35,2,1,1,Lost/Others
14099,37,20,5765.71,2,3,3,Loyal Customers
14100,158,1,194.9,1,1,1,Lost/Others
14101,94,13,9961.93,1,3,3,At Risk
14102,26,5,1360.28,3,2,3,Loyal Customers
14104,175,5,771.58,1,2,2,At Risk
14105,260,5,5988.83,1,2,3,At Risk
14106,758,1,214.8,1,1,1,Lost/Others
14107,72,11,4877.3,2,3,3,Loyal Customers
14108,51,4,1044.96,2,2,3,Loyal Customers
14109,93,1,144.2,1,1,1,Lost/Others
14110,24,33,12987.95,3,3,3,Champions
14111,35,4,692.85,2,2,2,Loyal Customers
14112,43,13,5834.59,2,3,3,Loyal Customers
14113,24,16,7092.61,3,3,3,Champions
14114,294,7,1364.09,1,2,3,At Risk
14115,522,2,622.67,1,1,2,Lost/Others
14116,40,5,1382.74,2,2,3,Loyal Customers
14117,164,1,90.0,1,1,1,Lost/Others
14118,449,1,458.45,1,1,2,Lost/Others
14119,396,2,183.37,1,1,1,Lost/Others
14121,24,4,2780.15,3,2,3,Loyal Customers
14122,427,3,362.42,1,1,2,Lost/Others
14123,754,1,436.18,1,1,2,Lost/Others
14124,105,1,419.58,1,1,2,Lost/Others
14125,31,3,2740.43,2,1,3,Lost/Others
14126,28,4,1172.46,3,2,3,Loyal Customers
14127,143,6,1900.08,1,2,3,At Risk
14128,81,3,924.21,2,1,2,Lost/Others
14129,22,9,2591.34,3,2,3,Loyal Customers
14130,340,4,1882.67,1,2,3,At Risk
14131,669,1,187.87,1,1,1,Lost/Others
14132,23,11,3586.03,3,3,3,Champions
14133,150,4,911.14,1,2,2,At Risk
14134,403,15,11123.35,1,3,3,At Risk
14135,22,24,9643.92,3,3,3,Champions
14136,421,5,1570.81,1,2,3,At Risk
14137,716,1,332.7,1,1,2,Lost/Others
14138,22,2,982.38,3,1,2,New Customers
14139,67,4,1086.8,2,2,3,Loyal Customers
14140,24,2,935.05,3,1,2,New Customers
14141,23,4,915.13,3,2,2,Loyal Customers
14142,394,2,983.15,1,1,2,Lost/Others
14143,154,1,115.8,1,1,1,Lost/Others
14144,507,1,30.6,1,1,1,Lost/Others
14145,67,7,7600.05,2,2,3,Loyal Customers
14146,29,12,9450.3,3,3,3,Champions
14147,99,9,2590.2,1,2,3,At Risk
14148,254,2,466.29,1,1,2,Lost/Others
14149,241,1,446.62,1,1,2,Lost/Others
14150,56,2,658.64,2,1,2,Lost/Others
14151,694,2,679.45,1,1,2,Lost/Others
14152,96,7,1997.34,1,2,3,At Risk
14153,504,1,233.4,1,1,1,Lost/Others
14154,260,8,6460.7,1,2,3,At Risk
14155,287,1,118.75,1,1,1,Lost/Others
14156,30,156,313946.37,3,3,3,Champions
14157,40,5,1002.78,2,2,3,Loyal Customers
14158,61,1,507.66,2,1,2,Lost/Others
14159,40,20,7938.01,2,3,3,Loyal Customers
14160,631,7,8421.47,1,2,3,At Risk
14161,236,7,3318.88,1,2,3,At Risk
14162,194,2,289.36,1,1,1,Lost/Others
14163,108,5,2594.62,1,2,3,At Risk
14164,91,2,1631.77,1,1,3,Lost/Others
14165,296,1,122.54,1,1,1,Lost/Others
14166,526,2,256.85,1,1,1,Lost/Others
14167,60,8,1296.49,2,2,3,Loyal Customers
14168,441,2,370.45,1,1,2,Lost/Others
14169,451,2,624.43,1,1,2,Lost/Others
14170,396,3,597.33,1,1,2,Lost/Others
14171,119,2,498.79,1,1,2,Lost/Others
14172,626,3,402.72,1,1,2,Lost/Others
14173,31,6,586.0,2,2,2,Loyal Customers
14174,54,1,134.46,2,1,1,Lost/Others
14175,80,8,7678.88,2,2,3,Loyal Customers
14176,318,5,916.01,1,2,2,At Risk
14177,107,13,2229.34,1,3,3,At Risk
14178,29,7,1620.93,3,2,3,Loyal Customers
14179,61,2,719.78,2,1,2,Lost/Others
14180,31,33,6319.25,2,3,3,Loyal Customers
14181,431,2,310.55,1,1,2,Lost/Others
14182,464,4,678.77,1,2,2,At Risk
14183,432,2,286.29,1,1,1,Lost/Others
14184,87,1,452.89,2,1,2,Lost/Others
14185,352,1,197.65,1,1,1,Lost/Others
14186,448,5,1550.63,1,2,3,At Risk
14187,494,1,123.5,1,1,1,Lost/Others
14188,51,6,2054.36,2,2,3,Loyal Customers
14189,23,16,5814.39,3,3,3,Champions
14190,687,1,79.9,1,1,1,Lost/Others
14191,22,15,4817.66,3,3,3,Champions
14192,409,1,293.74,1,1,1,Lost/Others
14193,88,3,1210.19,2,1,3,Lost/Others
14194,25,36,18670.59,3,3,3,Champions
14195,222,6,2615.6,1,2,3,At Risk
14196,127,1,335.52,1,1,2,Lost/Others
14197,431,1,390.05,1,1,2,Lost/Others
14198,39,9,1569.73,2,2,3,Loyal Customers
14199,239,4,1091.7,1,2,3,At Risk
14200,638,1,379.2,1,1,2,Lost/Others
14201,81,10,1193.54,2,3,3,Loyal Customers
14202,402,3,847.76,1,1,2,Lost/Others
14203,418,1,339.34,1,1,2,Lost/Others
14204,23,4,1062.96,3,2,3,Loyal Customers
14205,37,9,2414.2,2,2,3,Loyal Customers
14206,260,3,1185.01,1,1,3,Lost/Others
14207,708,1,157.8,1,1,1,Lost/Others
14208,115,2,567.05,1,1,2,Lost/Others
14209,31,15,4993.27,2,3,3,Loyal Customers
14210,126,16,5861.52,1,3,3,At Risk
14211,74,18,4402.29,2,3,3,Loyal Customers
14212,110,2,2190.14,1,1,3,Lost/Others
14213,425,1,1192.2,1,1,3,Lost/Others
14214,51,5,1004.38,2,2,3,Loyal Customers
14215,32,9,3416.33,2,2,3,Loyal Customers
14216,24,5,2150.04,3,2,3,Loyal Customers
14217,22,23,3416.89,3,3,3,Champions
14218,63,1,169.48,2,1,1,Lost/Others
14219,25,3,633.83,3,1,2,New Customers
14220,268,4,1515.0,1,2,3,At Risk
14221,63,17,6517.49,2,3,3,Loyal Customers
14222,198,1,683.17,1,1,2,Lost/Others
14223,113,3,991.13,1,1,2,Lost/Others
14224,131,9,1897.9,1,2,3,At Risk
14225,455,4,2037.02,1,2,3,At Risk
14226,49,6,3002.53,2,2,3,Loyal Customers
14227,47,15,6368.71,2,3,3,Loyal Customers
14228,458,3,745.5,1,1,2,Lost/Others
14229,72,7,2594.04,2,2,3,Loyal Customers
14230,456,3,979.8,1,1,2,Lost/Others
14231,204,4,1235.62,1,2,3,At Risk
14232,63,5,2048.07,2,2,3,Loyal Customers
14233,70,7,2904.27,2,2,3,Loyal Customers
14234,43,4,775.46,2,2,2,Loyal Customers
14235,96,9,4717.99,1,2,3,At Risk
14236,101,5,1744.64,1,2,3,At Risk
14237,394,2,632.14,1,1,2,Lost/Others
14238,347,3,434.23,1,1,2,Lost/Others
14239,64,21,4263.17,2,3,3,Loyal Customers
14240,51,3,1247.49,2,1,3,Lost/Others
14241,204,2,333.7,1,1,2,Lost/Others
14242,255,2,280.55,1,1,1,Lost/Others
14243,29,17,7431.05,3,3,3,Champions
14244,681,1,366.42,1,1,2,Lost/Others
14245,240,2,1693.45,1,1,3,Lost/Others
14246,131,3,1474.06,1,1,3,Lost/Others
14247,299,5,772.66,1,2,2,At Risk
14248,339,3,1032.95,1,1,3,Lost/Others
14249,431,12,5625.46,1,3,3,At Risk
14250,28,3,1904.05,3,1,3,New Customers
14251,22,5,2879.7,3,2,3,Loyal Customers
14252,402,1,350.99,1,1,2,Lost/Others
14253,514,2,363.4,1,1,2,Lost/Others
14254,453,1,601.03,1,1,2,Lost/Others
14255,567,1,1000.63,1,1,3,Lost/Others
14256,281,5,2473.99,1,2,3,At Risk
14257,85,9,5954.45,2,2,3,Loyal Customers
14258,30,25,32051.34,3,3,3,Champions
14259,162,1,120.0,1,1,1,Lost/Others
14260,492,3,824.28,1,1,2,Lost/Others
14261,71,2,1163.45,2,1,3,Lost/Others
14262,29,8,2618.23,3,2,3,Loyal Customers
14263,444,1,322.93,1,1,2,Lost/Others
14264,175,6,1517.36,1,2,3,At Risk
14265,130,4,1373.35,1,2,3,At Risk
14266,449,1,40.56,1,1,1,Lost/Others
14267,183,3,1516.24,1,1,3,Lost/Others
14268,491,1,354.85,1,1,2,Lost/Others
14269,460,1,295.73,1,1,1,Lost/Others
14270,352,1,492.65,1,1,2,Lost/Others
14271,246,2,219.13,1,1,1,Lost/Others
14272,94,4,920.81,1,2,2,At Risk
14273,72,4,559.97,2,2,2,Loyal Customers
14274,707,1,256.6,1,1,1,Lost/Others
14275,416,6,1189.38,1,2,3,At Risk
14276,119,7,2102.68,1,2,3,At Risk
14277,36,9,17225.81,2,2,3,Loyal Customers
14278,430,1,205.83,1,1,1,Lost/Others
14279,541,2,191.86,1,1,1,Lost/Others
14280,217,1,134.04,1,1,1,Lost/Others
14281,429,1,245.15,1,1,1,Lost/Others
14282,24,25,7849.66,3,3,3,Champions
14283,484,4,628.44,1,2,2,At Risk
14284,51,3,1299.65,2,1,3,Lost/Others
14285,42,8,3284.42,2,2,3,Loyal Customers
14286,44,7,8479.76,2,2,3,Loyal Customers
14287,29,3,176.63,3,1,1,New Customers
14288,234,1,426.6,1,1,2,Lost/Others
14289,29,6,911.26,3,2,2,Loyal Customers
14290,32,8,4516.56,2,2,3,Loyal Customers
14291,22,23,7904.1,3,3,3,Champions
14292,28,16,9226.25,3,3,3,Champions
14293,24,9,3267.93,3,2,3,Loyal Customers
14294,428,1,375.34,1,1,2,Lost/Others
14295,61,5,2362.91,2,2,3,Loyal Customers
14296,442,2,456.4,1,1,2,Lost/Others
14297,38,4,1305.33,2,2,3,Loyal Customers
14298,29,82,91194.49,3,3,3,Champions
14299,29,27,14499.49,3,3,3,Champions
14300,39,1,43.2,2,1,1,Lost/Others
14301,138,4,1992.18,1,2,3,At Risk
14302,451,3,742.9,1,1,2,Lost/Others
14303,428,2,277.94,1,1,1,Lost/Others
14304,243,3,1725.01,1,1,3,Lost/Others
14305,92,3,1858.96,1,1,3,Lost/Others
14306,72,6,3151.4,2,2,3,Loyal Customers
14307,109,10,5071.03,1,3,3,At Risk
14308,570,2,1147.02,1,1,3,Lost/Others
14309,29,11,3780.81,3,3,3,Champions
14310,453,1,492.1,1,1,2,Lost/Others
14311,263,2,516.45,1,1,2,Lost/Others
14312,67,11,3090.29,2,3,3,Loyal Customers
14314,127,2,229.8,1,1,1,Lost/Others
14315,65,8,3197.82,2,2,3,Loyal Customers
14316,443,5,1370.34,1,2,3,At Risk
14317,85,1,508.58,2,1,2,Lost/Others
14318,481,1,158.02,1,1,1,Lost/Others
14319,445,1,494.85,1,1,2,Lost/Others
14320,227,5,1346.75,1,2,3,At Risk
14321,31,7,2218.06,2,2,3,Loyal Customers
14322,450,4,474.1,1,2,2,At Risk
14323,135,2,605.06,1,1,2,Lost/Others
14324,430,2,701.61,1,1,2,Lost/Others
14325,590,1,245.48,1,1,1,Lost/Others
14326,263,3,940.98,1,1,2,Lost/Others
14327,184,6,1894.93,1,2,3,At Risk
14328,459,1,445.05,1,1,2,Lost/Others
14329,38,15,9927.22,2,3,3,Loyal Customers
14330,644,1,200.63,1,1,1,Lost/Others
14331,145,2,462.66,1,1,2,Lost/Others
14332,43,5,1943.51,2,2,3,Loyal Customers
14333,88,1,415.2,2,1,2,Lost/Others
14334,37,12,4318.48,2,3,3,Loyal Customers
14335,37,2,468.26,2,1,2,Lost/Others
14336,37,4,1614.91,2,2,3,Loyal Customers
14338,182,3,928.1,1,1,2,Lost/Others
14339,263,2,620.27,1,1,2,Lost/Others
14340,239,1,134.7,1,1,1,Lost/Others
14341,66,18,4467.32,2,3,3,Loyal Customers
14342,42,6,918.44,2,2,2,Loyal Customers
14343,442,4,1088.91,1,2,3,At Risk
14344,148,20,3333.7,1,3,3,At Risk
14345,59,1,108.98,2,1,1,Lost/Others
14346,141,5,2315.75,1,2,3,At Risk
14347,757,1,82.6,1,1,1,Lost/Others
14348,281,1,409.57,1,1,2,Lost/Others
14349,31,1,133.5,2,1,1,Lost/Others
14350,295,3,972.03,1,1,2,Lost/Others
14351,185,1,51.0,1,1,1,Lost/Others
14352,178,4,1078.96,1,2,3,At Risk
14353,236,3,376.5,1,1,2,Lost/Others
14354,26,2,163.62,3,1,1,New Customers
14355,386,3,1014.45,1,1,3,Lost/Others
14356,100,2,701.23,1,1,2,Lost/Others
14357,64,1,225.77,2,1,1,Lost/Others
14358,410,2,400.06,1,1,2,Lost/Others
14359,40,3,912.18,2,1,2,Lost/Others
14360,52,4,2128.23,2,2,3,Loyal Customers
14361,599,1,214.71,1,1,1,Lost/Others
14362,43,1,161.2,2,1,1,Lost/Others
14363,423,2,227.47,1,1,1,Lost/Others
14364,129,8,3717.35,1,2,3,At Risk
14365,415,2,634.68,1,1,2,Lost/Others
14366,546,1,136.0,1,1,1,Lost/Others
14367,29,16,9261.52,3,3,3,Champions
14368,340,1,155.0,1,1,1,Lost/Others
14369,663,2,469.13,1,1,2,Lost/Others
14370,471,6,1175.78,1,2,3,At Risk
14371,316,1,100.5,1,1,1,Lost/Others
14372,464,2,860.08,1,1,2,Lost/Others
14373,379,1,76.55,1,1,1,Lost/Others
14374,562,1,108.0,1,1,1,Lost/Others
14375,206,3,1132.99,1,1,3,Lost/Others
14376,704,1,215.46,1,1,1,Lost/Others
14377,212,2,617.05,1,1,2,Lost/Others
14378,642,1,131.25,1,1,1,Lost/Others
14379,65,4,1268.91,2,2,3,Loyal Customers
14380,703,1,48.96,1,1,1,Lost/Others
14381,73,2,631.34,2,1,2,Lost/Others
14382,47,2,1246.8,2,1,3,Lost/Others
14383,59,3,1247.69,2,1,3,Lost/Others
